BSU number Source,Source,BSU number target,Target,beta.mean,var.exp.rank.mean,"prior (Interaction (0=novel, -1=recovered prior repression, 1=recovered prior activation)"
BSU02680,lmrA,BSU04490,ydbJ,-0.225,30790.553,0
BSU02680,lmrA,BSU04500,ydbK,-0.16,42702.463,0
BSU02680,lmrA,BSU05470,ydfM,-0.191,42085.058,0
BSU02680,lmrA,BSU05640,ydgG,-0.355,36879.525,0
BSU02680,lmrA,BSU06730,rlmCD,-0.313,32266.708,0
BSU02680,lmrA,BSU06750,yefC,-0.306,41609.473,0
BSU02680,lmrA,BSU06760,yeeA,-0.234,42844.293,0
BSU02680,lmrA,BSU07240,yetN,-0.273,40953.065,0
BSU02680,lmrA,BSU07430,yfmL,-0.235,42024.503,0
BSU02680,lmrA,BSU08030,yfjN,-0.335,15862.642,0
BSU02680,lmrA,BSU08540,yfhI,-0.421,5532.953,0
BSU02680,lmrA,BSU08910,queG,-0.3,27985.665,0
BSU02680,lmrA,BSU09840,hemZ,-0.288,43214.942,0
BSU02680,lmrA,BSU11640,yjbQ,-0.381,27198.315,0
BSU02680,lmrA,BSU12210,yjiB,0.175,43798.418,0
BSU02680,lmrA,BSU13090,ykkC,-0.312,40866.118,0
BSU02680,lmrA,BSU13100,ykkD,-0.306,36839.24,0
BSU02680,lmrA,BSU14630,speA,-0.353,38181.015,0
BSU02680,lmrA,BSU16130,trmFO,-0.297,42215.21,0
BSU02680,lmrA,BSU16700,ylxY,-0.299,41995.427,0
BSU02680,lmrA,BSU16710,mlpA,-0.309,43508.923,0
BSU02680,lmrA,BSU19650,yodM,-0.278,41454.03,0
BSU02680,lmrA,BSU22150,ypvA,-0.37,41503.507,0
BSU02680,lmrA,BSU23800,proI,-0.238,42129.925,0
BSU02680,lmrA,BSU23970,artQ,-0.133,43823.17,0
BSU02680,lmrA,BSU24280,yqiD,-0.283,31021.088,0
BSU02680,lmrA,BSU24290,yqiC,-0.241,40578.205,0
BSU02680,lmrA,BSU24300,yqiB,-0.317,19096.562,0
BSU02680,lmrA,BSU25500,hemN,-0.275,41046.213,0
BSU02680,lmrA,BSU27540,yrvM,-0.31,44183.4,0
BSU02680,lmrA,BSU27610,apt,-0.25,42494.162,0
BSU02680,lmrA,BSU27620,yrvE,-0.348,7402.002,0
BSU02680,lmrA,BSU27930,spo0B,-0.324,41423.493,0
BSU02680,lmrA,BSU29600,braB,-0.172,39906.48,0
BSU02680,lmrA,BSU29660,rpsD,-0.207,29667.1,0
BSU02680,lmrA,BSU29990,pbuO,-0.308,24131.33,0
BSU02680,lmrA,BSU30035,ytzG,-0.28,40612.202,0
BSU02680,lmrA,BSU30480,ytqA,-0.243,41410.878,0
BSU02680,lmrA,BSU30490,ytqB,-0.223,44025.02,0
BSU02680,lmrA,BSU31090,ktrA,-0.276,33533.78,0
BSU02680,lmrA,BSU32180,yutK,-0.378,26072.603,0
BSU02680,lmrA,BSU32620,yurQ,-0.298,42169.8,0
BSU02680,lmrA,BSU33330,yvsH,-0.312,35767.103,0
BSU02680,lmrA,BSU33350,yvsG,-0.54,13581.36,0
BSU02680,lmrA,BSU36140,ywqO,-0.285,35964.293,0
BSU02680,lmrA,BSU36270,ywqB,-0.333,33585.967,0
BSU02680,lmrA,BSU36280,ywqA,-0.278,42213.027,0
BSU02680,lmrA,BSU36450,ywoG,-0.215,37402.005,0
BSU02680,lmrA,BSU36610,ywnC,-0.186,43148.92,0
BSU02680,lmrA,BSU36990,ywkF,-0.276,36575.575,0
BSU02680,lmrA,BSU37000,ywkE,-0.332,27735.48,0
BSU02680,lmrA,BSU37060,tdk,-0.28,40349.312,0
BSU02680,lmrA,BSU37490,speB,-0.324,34761.473,0
BSU02680,lmrA,BSU37500,speE,-0.288,39262.427,0
BSU02680,lmrA,BSU38410,sacX,-0.275,26105.82,0
BSU02680,lmrA,BSU38710,yxlA,-0.266,39836.97,0
BSU02680,lmrA,BSU39850,yxbF,-0.238,43239.137,0
BSU02680,lmrA,BSU39970,yxaH,-0.885,904.225,-1
BSU02680,lmrA,BSU39980,qdoI,-0.917,230.85,-1
BSU02680,lmrA,BSU39990,qdoR,-0.635,1375.32,-1
BSU02680,lmrA,BSU40440,dnaC,-0.204,40217.23,0
BSU02680,lmrA,BSU40510,gdpP,-0.335,36451.515,0
BSU02680,lmrA,BSU40520,yybS,-0.375,18827.463,0
BSU02680,lmrA,BSU40670,yybE,-0.286,33342.42,0
BSU02680,lmrA,BSU40690,yybC,-0.348,10185.872,0
BSU05050,lrpA,BSU05070,yddQ,0.41,23730.21,0
BSU05050,lrpA,BSU17678,ynzJ,0.167,40140.12,0
BSU05050,lrpA,BSU18040,yneP,0.242,40051.62,0
BSU05050,lrpA,BSU22190,ypsA,0.25,43119.9,0
BSU34180,lutR,BSU34030,lutC,-1.169,7640.943,-1
BSU34180,lutR,BSU34040,lutB,-1.187,2308.977,-1
BSU34180,lutR,BSU34050,lutA,-1.184,3345.195,-1
BSU31530,malR,BSU01710,ybbJ,0.194,44057.18,0
BSU31530,malR,BSU01720,ybbK,0.235,42548.427,0
BSU31530,malR,BSU07570,yflS,0.657,1758.595,1
BSU31530,malR,BSU31580,maeN,0.651,2575.35,1
BSU31530,malR,BSU37040,ywkB,0.711,1322.395,1
BSU31530,malR,BSU37050,maeA,0.707,1228.64,1
BSU12000,manR,BSU12010,manP,0.968,214.135,1
BSU12000,manR,BSU12020,manA,0.971,199,1
BSU12000,manR,BSU12030,yjdF,0.799,838.25,1
BSU12000,manR,BSU39260,bglH,0.377,13089.753,0
BSU12000,manR,BSU39270,bglP,0.443,9024.775,0
BSU32870,mdtR,BSU00270,yaaO,-0.272,42933.355,0
BSU32870,mdtR,BSU03070,mdr,-0.154,43284.635,0
BSU32870,mdtR,BSU03590,tcyC,-0.157,42802.893,0
BSU32870,mdtR,BSU03600,tcyB,-0.159,42981.152,0
BSU32870,mdtR,BSU03840,ycnB,-0.178,42730.493,0
BSU32870,mdtR,BSU05650,ydgH,-0.175,43498.265,0
BSU32870,mdtR,BSU05680,ydgK,-0.199,41934.315,0
BSU32870,mdtR,BSU06620,ligA,-0.258,31504.405,0
BSU32870,mdtR,BSU07940,yfkC,-0.249,37895.043,0
BSU32870,mdtR,BSU08990,yhbI,-0.231,33367.558,0
BSU32870,mdtR,BSU09010,yhcA,-0.232,40729.582,0
BSU32870,mdtR,BSU09130,tcyP,-0.173,40910.495,0
BSU32870,mdtR,BSU09520,sigM,-0.2,43873.495,0
BSU32870,mdtR,BSU13070,ykkA,0.227,41250.385,0
BSU32870,mdtR,BSU14030,ykuC,-0.207,39747.357,0
BSU32870,mdtR,BSU19000,yobL,0.229,41271.757,0
BSU32870,mdtR,BSU21900,bsaA,0.176,43859.387,0
BSU32870,mdtR,BSU22840,engA,-0.201,40896.395,0
BSU32870,mdtR,BSU25000,pbpA,-0.179,39503.835,0
BSU32870,mdtR,BSU25610,yqeM,-0.175,41814.385,0
BSU32870,mdtR,BSU27610,apt,-0.183,35634.89,0
BSU32870,mdtR,BSU29150,ytwI,-0.228,35245.853,0
BSU32870,mdtR,BSU30050,ytgP,-0.202,40906.393,0
BSU32870,mdtR,BSU31650,mrpF,-0.186,43265.95,0
BSU32870,mdtR,BSU32180,yutK,-0.181,43464.757,0
BSU32870,mdtR,BSU32880,mdtP,-0.989,96.58,-1
BSU32870,mdtR,BSU36110,ywrC,-0.272,36239.128,0
BSU32870,mdtR,BSU37010,prfA,-0.195,37532.93,0
BSU32870,mdtR,BSU38490,menA,-0.159,42832.857,0
BSU24770,mgsR,BSU00170,yaaI,-0.307,26026.037,0
BSU24770,mgsR,BSU02100,cypC,-0.169,40508.088,0
BSU24770,mgsR,BSU02110,ybyB,0.301,41019.89,0
BSU24770,mgsR,BSU04380,ydaT,-0.178,28080.827,0
BSU24770,mgsR,BSU04730,sigB,0.626,2703.04,0
BSU24770,mgsR,BSU06590,yerD,-0.206,20156.785,0
BSU24770,mgsR,BSU07880,yfkJ,-0.254,20084.075,0
BSU24770,mgsR,BSU07890,yfkI,-0.264,16564.382,0
BSU24770,mgsR,BSU07900,yfkH,-0.323,20643.25,0
BSU24770,mgsR,BSU09450,yhdF,-0.229,35710.795,0
BSU24770,mgsR,BSU12150,yjgB,-0.367,15511.472,0
BSU24770,mgsR,BSU28340,ysnF,-0.161,43883.168,0
BSU24770,mgsR,BSU38830,aldY,-0.184,40826.522,0
BSU24770,mgsR,BSU39050,katE,-0.166,43665.1,0
BSU24770,mgsR,BSU40000,yxnA,-0.2,35752.395,0
BSU24770,mgsR,BSU40450,yycD,-0.21,43417.482,0
BSU13670,mhqR,BSU05480,mhqN,-0.7,1470.84,-1
BSU13670,mhqR,BSU05490,mhqO,-0.755,1140.46,-1
BSU13670,mhqR,BSU05500,mhqP,-0.535,3051.235,-1
BSU13670,mhqR,BSU11010,yitJ,-0.23,43310.168,0
BSU13670,mhqR,BSU12870,mhqA,-0.511,4277.148,-1
BSU13670,mhqR,BSU18540,yoaB,-0.263,41840.908,0
BSU13670,mhqR,BSU18550,yoaC,-0.232,42933.515,0
BSU13670,mhqR,BSU19560,mhqD,-0.58,1721.51,-1
BSU13670,mhqR,BSU19570,mhqE,-0.59,2030.825,-1
BSU13670,mhqR,BSU33540,azoR2,-0.592,2806.915,-1
BSU24520,mntR,BSU04360,mntH,-0.439,40708.238,-1
BSU24520,mntR,BSU05470,ydfM,0.546,2876.66,0
BSU24520,mntR,BSU06320,yeaB,0.476,7199.703,0
BSU24520,mntR,BSU07690,yflG,-0.166,42122.707,0
BSU24520,mntR,BSU08730,perR,-0.434,5241.855,0
BSU24520,mntR,BSU08820,katA,-0.282,33037.247,0
BSU24520,mntR,BSU09320,yhcY,-0.378,13687.788,0
BSU24520,mntR,BSU09330,yhcZ,-0.223,38401.065,0
BSU24520,mntR,BSU22160,yptA,0.226,41805.527,0
BSU24520,mntR,BSU22260,yppF,-0.151,43403.245,0
BSU24520,mntR,BSU23520,fur,-0.242,30115.627,0
BSU24520,mntR,BSU30740,mntD,-0.987,19.055,-1
BSU24520,mntR,BSU30750,mntC,-0.989,10.545,-1
BSU24520,mntR,BSU30760,mntB,-0.989,10.115,-1
BSU24520,mntR,BSU30770,mntA,-0.985,45.895,-1
BSU24520,mntR,BSU33420,nhaK,-0.245,40897.655,0
BSU24520,mntR,BSU40040,yxaA,-0.202,37453.908,0
BSU24520,mntR,BSU40240,yycS,-0.186,43751.1,0
BSU30260,msmR,BSU17630,yncC,0.28,42115.95,0
BSU30260,msmR,BSU30270,msmE,0.476,3650.477,0
BSU30260,msmR,BSU30280,amyD,0.376,13773.103,0
BSU30260,msmR,BSU30290,amyC,0.273,24267.13,0
BSU30260,msmR,BSU30300,melA,0.237,34233.15,0
BSU36600,mta,BSU02610,ycbR,0.316,42373.238,0
BSU36600,mta,BSU04480,ydbI,0.308,18578.005,0
BSU36600,mta,BSU09210,yhcT,0.324,34320.6,0
BSU36600,mta,BSU09360,yhdC,0.145,43250.308,0
BSU36600,mta,BSU09790,yheB,0.258,31791.428,0
BSU36600,mta,BSU09850,yhaU,0.158,40901.323,0
BSU36600,mta,BSU09870,yhaS,0.143,44581.283,0
BSU36600,mta,BSU10480,yhjE,0.295,22012.89,0
BSU36600,mta,BSU10490,sipV,0.416,12098.728,0
BSU36600,mta,BSU11139,yizC,0.277,16720.355,0
BSU36600,mta,BSU11150,yitV,0.262,38683.305,0
BSU36600,mta,BSU12830,spoIISA,0.14,43567.692,0
BSU36600,mta,BSU14030,ykuC,0.194,40920.467,0
BSU36600,mta,BSU14040,ldt,0.431,6940.557,0
BSU36600,mta,BSU15120,bshC,0.264,34068.92,0
BSU36600,mta,BSU16825,ymfD,0.345,12906.597,1
BSU36600,mta,BSU16845,ymfF,0.566,3071.32,1
BSU36600,mta,BSU16860,ymfH,0.738,1301.435,1
BSU36600,mta,BSU16880,ymfJ,0.207,26053.432,0
BSU36600,mta,BSU21970,ypeP,0.186,32977.177,0
BSU36600,mta,BSU23200,ypuI,0.229,33353.685,0
BSU36600,mta,BSU24010,bmr,0.504,1486.543,1
BSU36600,mta,BSU24020,bmrR,0.262,24091.105,1
BSU36600,mta,BSU24810,yqgV,0.397,11780.48,0
BSU36600,mta,BSU24820,yqgU,0.35,12613.865,0
BSU36600,mta,BSU26590,blt,0.715,7908.42,1
BSU36600,mta,BSU26600,bltD,0.541,27725.562,1
BSU36600,mta,BSU28670,ysfB,0.202,41991.037,0
BSU36600,mta,BSU29060,ytaG,0.321,31329.335,0
BSU36600,mta,BSU29070,ytaF,0.46,6162.587,0
BSU36600,mta,BSU30090,yteU,0.258,32277.995,0
BSU36600,mta,BSU31310,yugP,0.269,24648.7,0
BSU36600,mta,BSU32360,yunC,0.263,36835.338,0
BSU36600,mta,BSU40820,yyaL,0.24,39048.555,0
BSU04160,mtlR,BSU03981,mtlA,0.949,305.74,1
BSU04160,mtlR,BSU03982,mtlF,0.955,168.265,1
BSU04160,mtlR,BSU03990,mtlD,0.923,327.81,1
BSU04160,mtlR,BSU22810,yphF,-0.135,43735.79,0
BSU01690,murR,BSU01650,ybbC,0.495,2445.885,0
BSU01690,murR,BSU01660,nagZ,0.442,3458.713,0
BSU01690,murR,BSU01670,amiE,0.583,1445.755,0
BSU01690,murR,BSU01680,murP,0.681,1037.855,0
BSU01690,murR,BSU01700,murQ,0.808,1015.24,0
BSU27890,nadR,BSU02390,ybgE,-0.22,41916.293,0
BSU27890,nadR,BSU02950,niaP,-0.823,2076.065,-1
BSU27890,nadR,BSU12400,yjnA,-0.153,43022.87,0
BSU27890,nadR,BSU22620,hisC,-0.191,42793.967,0
BSU27890,nadR,BSU22630,trpA,-0.24,38085.692,0
BSU27890,nadR,BSU22640,trpB,-0.253,36120.732,0
BSU27890,nadR,BSU22650,trpF,-0.225,39524.845,0
BSU27890,nadR,BSU22660,trpC,-0.219,36868.738,0
BSU27890,nadR,BSU22670,trpD,-0.294,34339.395,0
BSU27890,nadR,BSU22680,trpE,-0.431,18016.412,0
BSU27890,nadR,BSU24530,lipM,0.314,40690.855,0
BSU27890,nadR,BSU27830,coxA,-0.449,7896.44,0
BSU27890,nadR,BSU27840,safA,-0.673,669.82,0
BSU27890,nadR,BSU27850,nadA,-0.813,263.015,-1
BSU27890,nadR,BSU27860,nadC,-1.032,49.425,-1
BSU27890,nadR,BSU27870,nadB,-1.009,52.795,-1
BSU27890,nadR,BSU27880,nifS,-1.039,200.745,-1
BSU27890,nadR,BSU32080,yuiB,-0.274,40386.245,0
BSU27890,nadR,BSU32090,yuiA,-0.345,22777.455,0
BSU27890,nadR,BSU32890,yusQ,0.41,28214.958,0
BSU27890,nadR,BSU32900,yusR,0.228,37395.37,0
BSU27890,nadR,BSU32910,yusS,0.253,30443.155,0
BSU27890,nadR,BSU34870,hisF,-0.207,41489.743,0
BSU27890,nadR,BSU34880,hisA,-0.249,38000.043,0
BSU27890,nadR,BSU34890,hisH,-0.236,38245.445,0
BSU27890,nadR,BSU34900,hisB,-0.209,39840.652,0
BSU27890,nadR,BSU34910,hisD,-0.284,32324.438,0
BSU27890,nadR,BSU34920,hisG,-0.236,34266.762,0
BSU27890,nadR,BSU34930,hisZ,-0.265,32695.217,0
BSU35030,nagR,BSU07700,nagP,-0.735,1342.81,-1
BSU35030,nagR,BSU33380,yvgL,-0.219,43740.28,0
BSU35030,nagR,BSU35010,nagA,-0.709,1258.64,-1
BSU35030,nagR,BSU35020,nagB,-0.707,1430.69,-1
BSU02740,natR,BSU02550,ycbL,0.236,38979.132,0
BSU02740,natR,BSU02560,ycbM,0.3,30358.697,0
BSU02740,natR,BSU02570,ycbN,0.224,38607.368,0
BSU02740,natR,BSU02580,ycbO,0.352,11143.522,0
BSU02740,natR,BSU02660,ycbU,0.226,41904.713,0
BSU02740,natR,BSU02730,natK,0.294,24178.13,0
BSU02740,natR,BSU02750,natA,0.964,200.62,1
BSU02740,natR,BSU02760,natB,0.965,286.605,1
BSU02740,natR,BSU03570,sfp/2,0.184,42317.38,0
BSU02740,natR,BSU05109,ydzN,0.165,43754.885,0
BSU02740,natR,BSU05380,ydfE,0.168,41801.073,0
BSU02740,natR,BSU07650,yflK,0.198,43000.493,0
BSU02740,natR,BSU10500,yhjG,0.228,32650.662,0
BSU02740,natR,BSU13440,ykoY,-0.196,43424.757,0
BSU02740,natR,BSU14500,ykqA,0.148,43410.145,0
BSU02740,natR,BSU16200,fliE,0.178,42207.152,0
BSU02740,natR,BSU16210,fliF,0.156,43061.277,0
BSU02740,natR,BSU16220,fliG,0.165,41677.89,0
BSU02740,natR,BSU33450,helD,-0.212,42895.317,0
BSU02740,natR,BSU34710,psdS,0.196,30644.678,0
BSU02740,natR,BSU34720,psdR,0.185,40036.12,0
BSU02740,natR,BSU34729,yvzJ,0.194,41773.595,0
BSU02740,natR,BSU36250,ptkA,0.219,41498.8,0
BSU02740,natR,BSU38860,galE,0.204,42638.812,0
BSU09380,nsrR,BSU03280,nasF,-0.389,21134.118,-1
BSU09380,nsrR,BSU03290,nasE,-0.6,1534.87,-1
BSU09380,nsrR,BSU03300,nasD,-0.553,1477.765,-1
BSU09380,nsrR,BSU13040,hmp,-0.472,3583.07,-1
BSU09380,nsrR,BSU37310,fnr,-0.307,8135.257,-1
BSU09380,nsrR,BSU37320,narK,-0.152,41769.465,-1
BSU10560,ntdR,BSU10520,glcP,0.75,1147.3,1
BSU10560,ntdR,BSU10530,ntdC,0.77,778.105,1
BSU10560,ntdR,BSU10540,ntdB,0.862,507.805,1
BSU10560,ntdR,BSU10550,ntdA,0.656,1136.05,1
BSU13150,ohrR,BSU02700,lip,-0.205,41860.675,0
BSU13150,ohrR,BSU06820,yeeG,-0.184,42676.647,0
BSU13150,ohrR,BSU08810,senS,-0.161,43113.488,0
BSU13150,ohrR,BSU13140,ohrA,-0.987,24.22,-1
BSU13150,ohrR,BSU13760,ykvN,-0.149,42622.205,0
BSU13150,ohrR,BSU26270,yqaL,-0.214,41447.215,0
BSU13150,ohrR,BSU27210,yrhF,-0.197,41950.882,0
BSU13150,ohrR,BSU31810,yuzE,0.205,42981.83,0
BSU13150,ohrR,BSU40030,yxaB,-0.205,41081.68,0
BSU08340,padR,BSU02320,ybfP,-0.216,27550.772,0
BSU08340,padR,BSU07450,yfmJ,-0.266,36719.285,0
BSU08340,padR,BSU08210,yfiB,-0.224,41006.005,0
BSU08340,padR,BSU10200,yhfE,-0.337,38217.91,0
BSU08340,padR,BSU13200,rsbRB,-0.32,33945.552,0
BSU08340,padR,BSU13860,papB,-0.311,40356.35,0
BSU08340,padR,BSU14290,mobB,-0.172,42067.427,0
BSU08340,padR,BSU31350,pgi,-0.218,41841.137,0
BSU08340,padR,BSU32390,yunF,-0.211,41202.56,0
BSU08340,padR,BSU33030,yuxN,-0.279,23020.722,0
BSU08340,padR,BSU33400,yvgN,-0.186,41004.342,0
BSU08340,padR,BSU34400,padC,-0.917,350.45,-1
BSU08340,padR,BSU34410,yveG,-0.966,138.75,-1
BSU08340,padR,BSU34420,yveF,-0.953,310.76,-1
BSU08340,padR,BSU36020,alsR,-0.289,39546.04,0
BSU08340,padR,BSU36080,ywrF,-0.212,42139.49,0
BSU32140,paiB,BSU32150,paiA,0.75,1001.735,0
BSU08730,perR,BSU08820,katA,-0.559,1817.015,-1
BSU08730,perR,BSU11500,spx,-0.236,26227.54,-1
BSU08730,perR,BSU13850,zosA,-0.597,1828.55,-1
BSU08730,perR,BSU21790,yplQ,-0.225,41511.827,0
BSU08730,perR,BSU23520,fur,-0.245,15528.407,-1
BSU08730,perR,BSU28120,hemL,-0.572,1896.82,-1
BSU08730,perR,BSU28130,hemB,-0.666,1247.695,-1
BSU08730,perR,BSU28140,hemD,-0.647,1340.92,-1
BSU08730,perR,BSU28150,hemC,-0.674,1385.455,-1
BSU08730,perR,BSU28160,hemX,-0.705,1345.535,-1
BSU08730,perR,BSU28170,hemA,-0.649,1502.305,-1
BSU08730,perR,BSU32990,mrgA,-0.601,1882.125,-1
BSU08730,perR,BSU40100,ahpF,-0.361,4964.4,-1
BSU29110,phoP,BSU02630,tatAD,0.375,42435.98,1
BSU29110,phoP,BSU02640,tatCD,0.308,41579.7,1
BSU29110,phoP,BSU05730,ydhF,0.33,37844.605,1
BSU29110,phoP,BSU05740,phoB,0.301,35641.99,1
BSU29110,phoP,BSU07800,treP,0.121,38370.08,1
BSU29110,phoP,BSU07840,yfkN,0.157,42203.92,1
BSU29110,phoP,BSU09410,phoA,0.307,41383.938,1
BSU29110,phoP,BSU13330,ykoL,0.412,40727.45,1
BSU29110,phoP,BSU24950,pstBB,0.79,1670.81,1
BSU29110,phoP,BSU24960,pstBA,0.69,1350.955,1
BSU29110,phoP,BSU24970,pstA,0.781,1564.7,1
BSU29110,phoP,BSU24980,pstC,0.821,1542.135,1
BSU29110,phoP,BSU24990,pstS,0.862,1314.92,1
BSU29110,phoP,BSU32540,yurI,0.35,12376.66,1
BSU29110,phoP,BSU35540,tuaH,0.433,24195.903,1
BSU29110,phoP,BSU35550,tuaG,0.482,9921.425,1
BSU29110,phoP,BSU35560,tuaF,0.472,15160.19,1
BSU29110,phoP,BSU35570,tuaE,0.669,4740.613,1
BSU29110,phoP,BSU35580,tuaD,0.715,2315.47,1
BSU29110,phoP,BSU35590,tuaC,0.781,1456.225,1
BSU29110,phoP,BSU35600,tuaB,0.788,1636.595,1
BSU29110,phoP,BSU35609,tuaA/1,0.845,1556.88,1
BSU29110,phoP,BSU35610,tuaA/2,0.669,1923.355,1
BSU29110,phoP,BSU35740,tagD,-0.24,42852.975,-1
BSU29110,phoP,BSU39100,yxiO,0.205,40551.473,1
BSU29110,phoP,BSU40270,yycP,0.235,14598.997,1
BSU29110,phoP,BSU40280,yycO,0.241,12897.247,1
BSU17080,pksA,BSU06074,ydzW/2,0.163,43306.942,0
BSU17080,pksA,BSU11079,yizB,0.156,44489.423,0
BSU17080,pksA,BSU13660,kinD,0.162,43258.205,0
BSU17080,pksA,BSU17950,yneJ,0.165,42674.31,0
BSU17080,pksA,BSU25870,yqcF,0.163,37112.973,0
BSU34720,psdR,BSU02570,ycbN,0.17,44506.25,0
BSU34720,psdR,BSU04140,pbpC,0.398,10957.897,0
BSU34720,psdR,BSU06330,yeaC,0.175,38926.497,0
BSU34720,psdR,BSU06340,yeaD,0.313,13715.923,0
BSU34720,psdR,BSU08425,mprF,0.272,23244.505,0
BSU34720,psdR,BSU09070,yhcG,0.166,43133.993,0
BSU34720,psdR,BSU14500,ykqA,0.151,42282.765,0
BSU34720,psdR,BSU25170,yqfO,0.185,43055.535,0
BSU34720,psdR,BSU28570,yshE,0.141,44733.58,0
BSU34720,psdR,BSU34690,psdB,0.959,155.055,1
BSU34720,psdR,BSU34700,psdA,0.947,205.8,1
BSU34720,psdR,BSU34710,psdS,0.342,32339.36,0
BSU34720,psdR,BSU36240,ptpZ,0.159,43848.882,0
BSU32420,pucR,BSU03320,nasB,0.175,42327.345,0
BSU32420,pucR,BSU13170,guaD,0.317,7921.637,1
BSU32420,pucR,BSU22900,ypfB,-0.189,42264.805,0
BSU32420,pucR,BSU32410,pucH,0.31,10134.91,1
BSU32420,pucR,BSU32430,pucJ,0.621,1825.35,1
BSU32420,pucR,BSU32440,pucK,0.617,1849.355,1
BSU32420,pucR,BSU32450,pucL,0.544,2758.6,1
BSU32420,pucR,BSU32460,pucM,0.364,19534.752,1
BSU32420,pucR,BSU32470,pucE,0.627,2378.847,1
BSU32420,pucR,BSU32480,pucD,0.653,2300.38,1
BSU32420,pucR,BSU32490,pucC,0.729,1369.38,1
BSU32420,pucR,BSU32500,pucB,0.616,1642.5,1
BSU32420,pucR,BSU32510,pucA,0.638,1640.23,1
BSU32420,pucR,BSU32520,pucG,0.477,4419.882,1
BSU32420,pucR,BSU32530,pucF,0.469,8070.998,1
BSU32420,pucR,BSU36470,pucI,0.378,13577.237,1
BSU32420,pucR,BSU36640,ureC,0.234,33010.65,1
BSU32420,pucR,BSU36650,ureB,0.215,36116.865,1
BSU32420,pucR,BSU36660,ureA,0.174,39743.045,1
BSU32420,pucR,BSU40840,yyaJ,0.213,42199.045,0
BSU00470,purR,BSU06370,pbuG,-0.647,1893.105,-1
BSU00470,purR,BSU06420,purE,-0.822,917.9,-1
BSU00470,purR,BSU06430,purK,-0.894,575.485,-1
BSU00470,purR,BSU06440,purB,-0.935,281.43,-1
BSU00470,purR,BSU06450,purC,-0.945,266.02,-1
BSU00470,purR,BSU06460,purS,-0.929,331.44,-1
BSU00470,purR,BSU06470,purQ,-0.94,290.695,-1
BSU00470,purR,BSU06480,purL,-0.947,304.58,-1
BSU00470,purR,BSU06490,purF,-0.93,379.36,-1
BSU00470,purR,BSU06500,purM,-0.935,355.43,-1
BSU00470,purR,BSU06510,purN,-0.938,348.485,-1
BSU00470,purR,BSU06520,purH,-0.912,430.09,-1
BSU00470,purR,BSU06530,purD,-0.867,559.855,-1
BSU00470,purR,BSU15480,pyrP,-0.286,37805.05,0
BSU00470,purR,BSU15490,pyrB,-0.361,23992.252,0
BSU00470,purR,BSU15500,pyrC,-0.381,21302.717,0
BSU00470,purR,BSU15510,pyrAA,-0.419,13425.43,0
BSU00470,purR,BSU15520,pyrAB,-0.392,24567.612,0
BSU00470,purR,BSU15530,pyrK,-0.422,18368.25,0
BSU00470,purR,BSU15540,pyrD,-0.431,14037.192,0
BSU00470,purR,BSU15550,pyrF,-0.382,27890.763,0
BSU00470,purR,BSU15560,pyrE,-0.423,14694.423,0
BSU00470,purR,BSU22060,pbuX,-0.865,870.425,-1
BSU00470,purR,BSU22070,xpt,-0.826,895.42,-1
BSU00470,purR,BSU24310,folD,-0.381,6444.323,-1
BSU00470,purR,BSU24320,nusB,-0.417,5271.512,-1
BSU00470,purR,BSU29990,pbuO,-0.308,4395.795,-1
BSU00470,purR,BSU32130,guaC,-0.412,7433.658,-1
BSU00470,purR,BSU36900,glyA,-0.293,11477.46,-1
BSU00470,purR,BSU40420,purA,-0.415,19924.217,-1
BSU03230,putR,BSU03200,putB,0.979,306.99,1
BSU03230,putR,BSU03210,putC,0.979,273.47,1
BSU03230,putR,BSU03220,putP,0.676,1340.465,1
BSU39990,qdoR,BSU39970,yxaH,-1.106,366.92,-1
BSU39990,qdoR,BSU39980,qdoI,-1.16,126.71,-1
BSU35910,rbsR,BSU08100,acoR,-0.237,23800.075,0
BSU35910,rbsR,BSU29700,acuB,-0.279,35996.382,0
BSU35910,rbsR,BSU29710,acuC,-0.328,30652.925,0
BSU35910,rbsR,BSU38190,galT,-0.36,31340.04,0
BSU35910,rbsR,BSU38810,msmX,-0.176,41484.78,0
BSU35910,rbsR,BSU39070,bglS,-0.371,24667.81,0
BSU35910,rbsR,BSU39670,iolJ,-0.225,14801.32,0
BSU35910,rbsR,BSU39680,iolI,-0.135,37060.707,0
BSU35910,rbsR,BSU39700,iolG,-0.122,39315.872,0
BSU35910,rbsR,BSU39710,iolF,-0.123,38296.765,0
BSU35910,rbsR,BSU39720,iolE,-0.123,37708.985,0
BSU35910,rbsR,BSU39770,iolR,0.23,39283.4,0
BSU23120,resD,BSU03280,nasF,0.454,3526.95,1
BSU23120,resD,BSU03290,nasE,0.466,2399.64,1
BSU23120,resD,BSU03300,nasD,0.469,2139.08,1
BSU23120,resD,BSU03750,yclJ,0.325,41325.173,1
BSU23120,resD,BSU03760,yclK,0.433,23875.577,1
BSU23120,resD,BSU03960,ycnK,0.182,43126.48,0
BSU23120,resD,BSU04510,ydbL,0.563,2800.41,0
BSU23120,resD,BSU04520,ydbM,0.496,12062.403,0
BSU23120,resD,BSU05720,ydhE,0.35,31805.095,0
BSU23120,resD,BSU06560,yerA,0.218,33644.728,0
BSU23120,resD,BSU07330,yfnB,-0.148,43699.853,0
